click_time,ip,app,device,os,channel,is_fraud,is_attributed,attributed_time
2017-11-12 05:36:57,10141,18,1,9,121,0,0,
2017-11-07 06:35:15,10981,9,1,22,111,0,1,2017-11-07 07:07:15
2017-11-06 07:35:31,10557,9,5,22,233,0,0,
2017-11-09 22:41:48,10800,12,1,26,255,0,0,
2017-11-06 00:26:53,10940,3,2,13,233,0,0,
2017-11-06 08:27:12,10157,2,1,22,255,0,0,
2017-11-06 06:12:00,10421,1,4,24,255,0,0,
2017-11-08 19:40:13,10812,15,5,19,113,0,0,
2017-11-06 17:56:17,10651,21,1,9,255,0,1,2017-11-06 18:20:17
2017-11-09 20:11:56,10442,9,2,9,233,0,0,
2017-11-08 18:27:29,11109,21,5,19,113,0,0,
2017-11-07 14:36:43,11009,3,2,22,303,0,0,
2017-11-12 13:18:26,10729,12,1,19,112,0,0,
2017-11-12 04:10:35,11063,3,2,24,255,0,0,
2017-11-12 01:14:01,10811,24,2,17,121,0,0,
2017-11-10 18:59:57,10899,12,5,20,233,0,0,
2017-11-07 00:07:08,10544,2,4,19,255,0,0,
2017-11-10 13:07:02,10706,3,5,26,255,0,0,
2017-11-06 21:42:23,11050,2,1,20,134,0,0,
2017-11-12 03:11:24,10438,15,1,13,233,0,0,
2017-11-12 21:54:10,10406,15,1,13,303,0,0,
2017-11-08 22:30:11,10699,12,3,24,145,0,0,
2017-11-07 00:26:17,11037,9,2,26,255,0,0,
2017-11-10 16:01:50,10558,12,3,22,145,1,0,
2017-11-07 17:33:31,10014,2,1,24,113,0,0,
2017-11-07 03:01:41,10770,24,4,20,113,0,0,
2017-11-10 04:23:42,10425,15,5,19,303,1,0,
2017-11-08 22:37:01,11189,12,4,9,121,0,1,2017-11-09 00:05:01
2017-11-08 03:36:26,10738,1,5,13,112,0,0,
2017-11-09 02:16:12,10039,6,3,20,303,0,0,
2017-11-12 11:45:21,10069,1,4,17,255,0,0,
2017-11-09 05:50:39,10254,9,2,22,134,0,0,
2017-11-07 11:36:30,10283,2,4,22,233,0,0,
2017-11-09 01:58:19,10229,15,1,26,121,0,0,
2017-11-07 08:05:52,10653,24,2,19,145,0,1,2017-11-07 08:26:52
2017-11-06 07:35:00,10865,9,5,26,112,0,1,2017-11-06 09:03:00
2017-11-08 17:22:02,10581,12,4,24,112,0,0,
2017-11-09 06:45:11,11159,9,5,20,112,0,0,
2017-11-08 07:09:40,10502,12,3,17,303,0,0,
2017-11-07 10:02:42,10966,12,4,26,303,0,0,
2017-11-07 02:10:52,10667,15,3,26,255,0,1,2017-11-07 02:19:52
2017-11-06 00:33:31,11074,18,1,20,112,0,0,
2017-11-08 21:31:24,10244,2,3,24,134,0,1,2017-11-08 22:46:24
2017-11-09 10:51:11,11033,6,1,26,145,0,0,
2017-11-08 17:51:31,10435,21,5,22,113,0,0,
2017-11-11 08:00:35,11145,18,4,9,111,0,1,2017-11-11 08:32:35
2017-11-12 07:31:53,10353,12,1,17,112,0,0,
2017-11-10 14:49:26,10831,18,5,9,233,0,0,
2017-11-06 17:15:26,10416,21,2,22,255,0,0,
2017-11-11 08:59:00,10273,2,1,9,121,0,0,
2017-11-11 22:02:49,10043,18,1,19,255,0,0,
2017-11-06 09:59:31,10853,15,5,19,113,0,0,
2017-11-09 02:05:38,11168,21,2,20,303,0,0,
2017-11-10 15:54:22,10623,21,4,24,113,0,0,
2017-11-07 12:22:27,10550,12,4,22,255,0,0,
2017-11-12 16:00:17,11044,3,5,13,255,0,1,2017-11-12 16:06:17
2017-11-06 16:39:11,10396,9,3,17,113,0,0,
2017-11-08 21:49:22,10462,1,2,17,233,0,0,
2017-11-08 22:25:49,10456,6,1,9,255,0,1,2017-11-08 22:37:49
2017-11-09 02:12:29,10886,21,3,17,113,0,1,2017-11-09 02:56:29
2017-11-10 01:48:53,11142,6,4,9,111,0,0,
2017-11-11 14:30:27,10835,24,2,19,113,0,1,2017-11-11 15:39:27
2017-11-07 14:10:57,10726,15,2,19,255,0,1,2017-11-07 15:37:57
2017-11-06 09:39:14,10361,3,3,19,112,0,0,
2017-11-08 08:41:16,10108,1,5,20,113,0,0,
2017-11-08 05:41:43,10022,9,2,19,121,0,0,
2017-11-10 12:51:40,11053,6,5,20,145,0,0,
2017-11-08 11:50:28,10997,21,1,20,255,0,0,
2017-11-12 03:33:01,10761,2,4,24,233,0,0,
2017-11-07 02:10:23,10756,12,3,20,113,0,0,
2017-11-06 08:13:20,10949,24,2,24,134,0,0,
2017-11-08 23:50:46,10405,24,4,22,121,0,0,
2017-11-11 21:24:55,11171,1,2,26,255,0,0,
2017-11-10 06:09:48,10046,6,2,13,303,0,0,
2017-11-06 03:11:25,10743,2,1,17,145,0,0,
2017-11-08 12:56:19,11073,15,1,24,255,0,0,
2017-11-07 14:51:35,11163,24,5,24,121,0,1,2017-11-07 14:52:35
2017-11-07 16:02:54,10473,21,3,17,134,0,1,2017-11-07 16:48:54
2017-11-08 08:13:36,11159,15,2,26,134,0,0,
2017-11-08 06:54:35,10526,24,3,20,111,0,0,
2017-11-06 20:20:30,10849,12,4,22,121,0,1,2017-11-06 20:40:30
2017-11-10 07:48:42,10186,1,2,26,121,0,0,
2017-11-07 22:25:46,10718,15,4,19,113,0,0,
2017-11-10 10:53:00,11155,6,5,13,233,0,1,2017-11-10 10:55:00
2017-11-06 06:15:47,10619,21,5,24,233,0,0,
2017-11-12 11:55:40,10846,9,3,26,303,0,0,
2017-11-06 15:54:50,10743,9,1,26,233,0,0,
2017-11-12 08:42:06,11015,2,4,20,145,0,0,
2017-11-08 21:36:58,10505,9,4,24,134,0,0,
2017-11-07 11:42:32,10478,21,4,9,145,1,0,
2017-11-12 07:02:12,10679,15,4,22,112,0,0,
2017-11-09 02:40:15,10920,18,1,19,255,0,0,
2017-11-06 11:04:25,10825,21,3,19,303,0,1,2017-11-06 11:10:25
2017-11-10 11:23:51,11047,24,5,24,134,0,0,
2017-11-12 00:17:25,10455,9,2,22,134,0,1,2017-11-12 00:31:25
2017-11-11 03:23:04,10728,15,1,19,303,0,1,2017-11-11 04:03:04
2017-11-06 00:11:37,10859,24,3,24,233,1,0,
2017-11-10 21:30:47,10824,9,4,20,255,0,0,
2017-11-07 07:37:51,10167,15,1,17,113,0,1,2017-11-07 08:51:51
2017-11-06 19:09:40,10829,12,3,24,303,0,1,2017-11-06 19:48:40
2017-11-08 11:10:23,10251,12,5,19,121,0,0,
2017-11-09 13:41:20,10821,1,1,19,303,0,1,2017-11-09 14:57:20
2017-11-06 08:30:04,10693,18,2,9,112,0,0,
2017-11-12 08:37:03,10953,2,5,13,145,0,0,
2017-11-10 13:32:40,10604,24,5,13,121,0,0,
2017-11-12 13:23:26,10688,2,5,13,121,0,0,
2017-11-06 03:07:41,11008,2,4,9,303,0,0,
2017-11-11 13:54:58,10417,3,5,22,111,0,0,
2017-11-06 20:16:48,10314,24,2,19,113,0,1,2017-11-06 20:34:48
2017-11-08 10:13:30,10086,24,3,9,111,1,0,
2017-11-07 18:11:45,10964,18,3,22,233,0,0,
2017-11-06 08:57:41,10217,2,2,24,113,0,0,
2017-11-06 02:00:35,10758,2,4,22,255,0,1,2017-11-06 02:11:35
2017-11-06 16:11:11,10248,3,2,19,121,0,0,
2017-11-07 17:08:14,11014,24,2,9,233,0,0,
2017-11-12 15:06:45,10881,21,5,13,111,0,0,
2017-11-09 21:52:10,11121,1,3,22,111,0,1,2017-11-09 22:20:10
2017-11-09 02:50:44,10864,1,5,13,233,0,0,
2017-11-07 03:54:16,10833,1,5,13,255,0,0,
2017-11-09 04:35:36,10559,15,5,22,134,0,0,
2017-11-11 04:43:16,10680,21,1,24,113,0,0,
2017-11-08 22:25:09,11118,12,5,9,255,0,0,
2017-11-11 00:59:58,10032,9,5,22,255,0,1,2017-11-11 02:20:58
2017-11-12 21:09:05,11092,9,4,24,233,0,1,2017-11-12 21:22:05
2017-11-10 13:27:07,10800,9,4,17,303,0,0,
2017-11-10 09:47:08,11062,12,5,9,113,0,0,
2017-11-10 12:57:27,10247,15,4,17,303,0,0,
2017-11-06 12:33:07,10261,9,4,24,255,0,0,
2017-11-10 03:22:52,11005,9,1,17,112,0,1,2017-11-10 03:41:52
2017-11-09 20:53:09,10660,3,3,17,121,0,0,
2017-11-06 17:04:28,10001,21,3,20,233,0,0,
2017-11-09 18:14:12,10695,3,1,22,121,0,1,2017-11-09 18:49:12
2017-11-09 06:41:42,10760,15,1,22,121,0,0,
2017-11-12 14:00:17,10253,1,5,13,113,0,1,2017-11-12 14:14:17
2017-11-11 12:34:32,10567,2,3,9,303,0,0,
2017-11-06 12:19:48,10403,18,4,17,134,0,0,
2017-11-11 14:22:39,11087,3,2,13,121,0,0,
2017-11-06 11:38:51,11058,2,5,13,111,0,0,
2017-11-10 22:50:43,10333,15,3,26,303,0,0,
2017-11-09 10:03:32,10578,12,2,24,121,0,1,2017-11-09 11:07:32
2017-11-07 11:01:40,10305,12,3,20,113,0,1,2017-11-07 12:01:40
2017-11-06 12:34:15,11078,21,2,9,145,0,0,
2017-11-06 01:56:16,11079,3,5,26,113,0,0,
2017-11-12 05:05:19,10775,1,5,17,303,0,0,
2017-11-06 03:40:45,10161,3,1,26,145,0,0,
2017-11-07 02:01:42,10210,12,2,24,113,0,0,
2017-11-07 09:15:00,10168,9,3,19,111,0,0,
2017-11-10 00:15:45,10728,3,5,24,134,0,1,2017-11-10 00:24:45
2017-11-08 14:00:52,10980,2,1,22,121,0,0,
2017-11-06 07:46:05,10923,3,5,24,255,1,0,
2017-11-12 19:46:38,10421,9,2,20,134,0,0,
2017-11-11 22:56:32,10728,21,4,13,303,0,0,
2017-11-11 16:17:38,10109,3,1,22,113,0,0,
2017-11-12 15:17:58,10449,21,2,26,134,1,0,
2017-11-12 08:01:02,10342,3,2,22,134,0,0,
2017-11-12 07:42:29,10423,2,3,19,233,0,0,
2017-11-10 13:57:24,10523,1,4,9,121,0,0,
2017-11-07 14:01:10,10823,1,1,26,233,0,1,2017-11-07 14:25:10
2017-11-10 17:24:55,11103,3,1,19,303,0,0,
2017-11-08 10:50:38,10535,18,2,24,134,0,0,
2017-11-10 13:51:25,10737,24,4,17,111,0,0,
2017-11-08 07:15:16,11112,12,2,13,113,0,0,
2017-11-11 22:13:42,11067,9,5,13,112,0,0,
2017-11-06 07:56:55,10200,3,3,17,112,0,0,
2017-11-08 13:34:50,10180,18,1,20,303,0,0,
2017-11-12 06:51:51,10170,15,3,22,145,0,0,
2017-11-12 12:41:48,10341,2,5,19,255,0,0,
2017-11-08 00:24:31,10839,6,4,22,255,0,0,
2017-11-12 08:38:27,10999,12,5,19,145,0,0,
2017-11-08 12:05:49,10994,9,5,13,145,0,0,
2017-11-07 11:34:12,11114,9,2,24,255,0,0,
2017-11-06 09:03:06,11003,15,1,22,111,0,1,2017-11-06 09:43:06
2017-11-08 06:17:26,11076,1,3,20,113,0,1,2017-11-08 06:27:26
2017-11-06 00:41:55,10535,24,5,9,112,0,1,2017-11-06 01:31:55
2017-11-12 20:36:36,10512,18,5,9,134,0,0,
2017-11-12 23:24:36,10459,21,1,24,255,0,0,
2017-11-06 12:18:51,10371,1,5,24,112,0,1,2017-11-06 12:58:51
2017-11-10 09:39:36,10458,3,1,22,303,0,0,
2017-11-10 02:49:58,10743,24,4,13,145,0,1,2017-11-10 03:52:58
2017-11-09 12:10:43,10956,1,1,13,145,0,0,
2017-11-12 16:04:27,11022,6,2,24,111,0,0,
2017-11-11 23:01:21,11097,21,4,13,111,0,0,
2017-11-08 05:07:54,11025,15,4,20,121,0,0,
2017-11-10 12:01:53,10344,15,2,17,255,0,0,
2017-11-11 21:30:28,10718,24,4,20,145,0,0,
2017-11-10 00:33:53,11194,9,4,13,145,0,0,
2017-11-08 21:08:01,10907,9,3,9,113,0,0,
2017-11-08 13:59:41,10011,21,3,24,145,0,1,2017-11-08 14:56:41
2017-11-11 23:21:00,10715,9,5,9,255,0,1,2017-11-12 00:30:00
2017-11-12 21:47:07,10761,15,5,19,113,0,0,
2017-11-08 12:27:29,11074,1,3,9,255,0,0,
2017-11-08 00:14:45,10178,12,1,24,121,1,0,
2017-11-11 21:02:14,10211,1,2,24,145,0,0,
2017-11-09 04:46:41,10421,6,3,24,255,0,0,
2017-11-07 13:16:57,10807,15,1,19,121,0,0,
2017-11-06 14:39:45,10971,9,1,22,113,0,0,
2017-11-11 13:35:30,10142,1,1,9,113,1,0,
2017-11-08 23:38:37,10671,2,4,20,303,0,0,
2017-11-10 20:37:05,10414,21,2,19,111,0,0,
2017-11-06 06:15:51,10760,9,4,19,145,0,0,
2017-11-06 07:55:46,10375,15,1,17,255,0,0,
2017-11-07 08:41:10,10963,1,4,13,303,0,0,
2017-11-08 03:13:31,10194,6,5,13,113,0,0,
2017-11-11 16:02:26,11066,9,1,19,121,0,0,
2017-11-10 14:26:23,11034,1,4,13,111,1,0,
2017-11-11 04:15:33,10875,9,1,26,111,0,0,
2017-11-08 14:15:16,10903,21,3,19,111,0,0,
2017-11-08 23:37:39,10886,12,3,9,134,0,1,2017-11-08 23:39:39
2017-11-08 21:59:15,10387,2,4,19,233,1,0,
2017-11-09 00:57:56,11008,21,3,20,134,0,0,
2017-11-08 02:50:40,10646,24,2,9,121,0,0,
2017-11-07 09:54:47,10010,12,2,24,111,0,0,
2017-11-08 05:28:14,10077,3,5,24,233,0,0,
2017-11-06 00:52:15,10503,12,4,22,134,0,0,
2017-11-08 08:55:59,10723,9,1,17,255,0,0,
2017-11-06 06:00:18,10731,6,1,22,111,0,0,
2017-11-09 10:10:33,10286,1,4,17,111,0,1,2017-11-09 10:41:33
2017-11-08 11:23:58,10114,12,3,20,255,0,0,
2017-11-09 17:58:40,10915,6,5,17,134,0,0,
2017-11-07 15:41:55,10767,2,5,17,255,0,0,
2017-11-11 17:44:21,10894,9,2,22,112,0,0,
2017-11-09 20:25:37,10857,21,5,13,145,0,0,
2017-11-08 23:29:47,11177,15,5,22,134,0,0,
2017-11-09 16:50:47,10693,1,3,20,112,0,0,
2017-11-09 18:46:01,10590,15,3,9,121,0,0,
2017-11-09 18:49:32,10739,12,3,19,145,0,0,
2017-11-09 09:55:28,10274,3,4,26,145,0,0,
2017-11-09 05:30:56,11009,9,3,17,145,0,0,
2017-11-12 18:47:30,10303,9,5,19,255,1,0,
2017-11-12 05:28:53,10127,9,3,22,134,0,0,
2017-11-08 05:55:43,10543,2,4,24,113,0,0,
2017-11-12 16:03:14,11000,2,2,22,145,0,1,2017-11-12 17:01:14
2017-11-09 10:13:07,10882,18,3,9,233,0,0,
2017-11-08 05:53:51,11005,3,4,24,145,0,0,
2017-11-06 13:29:03,10231,6,3,13,255,0,0,
2017-11-10 03:16:59,10492,9,3,22,145,0,1,2017-11-10 04:28:59
2017-11-10 17:15:32,10439,6,3,26,233,0,0,
2017-11-11 17:16:26,10015,9,5,13,111,0,1,2017-11-11 18:17:26
2017-11-09 15:40:49,10181,12,3,26,303,0,0,
2017-11-10 08:46:56,11194,6,2,24,303,0,0,
2017-11-12 13:13:56,10496,2,4,9,303,0,0,
2017-11-12 06:41:12,10050,2,1,22,145,0,0,
2017-11-09 05:50:03,10419,3,1,17,233,0,0,
2017-11-11 16:28:37,10486,6,5,24,121,0,0,
2017-11-07 22:18:41,10483,21,5,26,303,1,0,
2017-11-11 02:49:33,11090,24,2,20,134,0,0,
2017-11-06 02:09:34,10885,15,2,20,113,0,1,2017-11-06 02:47:34
2017-11-09 03:56:09,10381,15,4,20,255,0,0,
2017-11-11 15:08:27,10061,9,4,19,113,0,0,
2017-11-09 10:33:17,10670,21,1,26,255,0,0,
2017-11-12 22:31:13,10913,2,3,20,233,0,0,
2017-11-10 14:08:19,10510,2,3,22,233,0,0,
2017-11-12 10:22:51,10312,15,5,9,303,0,0,
2017-11-12 02:50:11,10799,15,5,13,112,0,0,
2017-11-11 13:58:08,10497,3,3,24,303,1,0,
2017-11-09 01:41:03,10957,6,2,26,303,0,1,2017-11-09 02:47:03
2017-11-11 16:55:15,10847,18,3,22,255,0,0,
2017-11-10 05:32:52,11196,15,3,26,233,0,0,
2017-11-07 11:58:58,10004,1,3,22,112,0,0,
2017-11-10 17:06:58,10534,9,5,20,121,0,0,
2017-11-08 20:37:51,10219,9,4,22,121,0,0,
2017-11-11 04:29:45,10179,21,4,26,134,0,1,2017-11-11 05:11:45
2017-11-09 20:55:26,10169,24,1,22,111,0,1,2017-11-09 22:06:26
2017-11-08 03:12:58,10654,1,5,13,134,0,0,
2017-11-11 13:47:42,10974,15,4,19,113,0,0,
2017-11-10 13:49:02,10263,6,2,13,111,0,0,
2017-11-07 17:15:08,10158,18,1,9,145,0,0,
2017-11-09 19:08:54,10605,24,4,22,111,1,0,
2017-11-07 06:52:51,10369,12,5,24,112,0,0,
2017-11-11 10:50:46,10396,1,3,9,255,0,1,2017-11-11 10:56:46
2017-11-07 05:41:25,10876,2,1,17,113,0,0,
2017-11-08 17:19:53,10411,18,1,20,255,0,1,2017-11-08 17:36:53
2017-11-10 16:59:27,10908,9,2,13,113,0,1,2017-11-10 17:28:27
2017-11-09 20:46:32,10412,15,1,24,145,0,0,
2017-11-11 04:45:08,10667,12,3,17,233,0,0,
2017-11-07 06:47:00,10968,1,2,26,145,0,0,
2017-11-12 14:07:00,10894,21,4,9,233,0,0,
2017-11-11 03:52:55,10364,2,5,13,233,0,1,2017-11-11 04:23:55
2017-11-06 04:33:23,10747,6,5,19,121,0,0,
2017-11-06 15:18:57,10654,2,4,22,255,0,1,2017-11-06 15:32:57
2017-11-08 00:14:25,11081,6,1,17,134,0,0,
2017-11-06 09:25:19,10684,12,1,9,113,0,0,
2017-11-07 02:54:03,10661,9,5,9,145,0,0,
2017-11-06 08:13:45,10747,6,2,24,121,0,1,2017-11-06 09:43:45
2017-11-10 14:45:49,10108,1,5,20,112,0,0,
2017-11-09 01:36:28,10067,3,1,26,111,0,0,
2017-11-07 01:16:28,10347,21,2,19,255,0,0,
2017-11-10 06:23:02,11083,2,4,24,255,1,0,
2017-11-06 15:37:43,10484,24,2,9,112,0,0,
2017-11-06 20:06:31,10171,15,5,19,121,0,0,
2017-11-06 11:47:24,11023,1,5,20,134,0,0,
2017-11-11 07:32:01,10726,3,3,19,145,0,0,
2017-11-08 01:07:55,10755,1,5,20,233,0,0,
2017-11-12 14:38:42,10871,3,2,26,112,0,0,
2017-11-06 05:27:47,10784,2,1,24,303,0,0,
2017-11-06 09:29:04,10451,15,1,13,134,1,0,
2017-11-12 00:00:01,10402,3,4,24,113,0,0,
2017-11-06 13:35:05,11072,18,4,26,255,0,1,2017-11-06 14:25:05
2017-11-10 20:32:41,11037,3,1,13,145,0,0,
2017-11-08 07:14:40,10626,15,1,26,255,0,0,
2017-11-06 10:04:22,11152,2,5,17,113,0,1,2017-11-06 10:31:22
2017-11-12 00:54:50,10754,15,2,26,134,0,1,2017-11-12 01:58:50
2017-11-11 23:20:26,10730,2,4,26,134,0,0,
2017-11-08 23:34:32,11128,3,1,26,255,0,0,
2017-11-09 11:48:13,10488,12,5,22,303,0,0,
2017-11-06 09:51:53,10961,2,2,22,113,0,0,
2017-11-10 08:10:51,10520,15,5,13,113,0,0,
2017-11-08 17:15:43,11198,24,2,19,145,0,0,
2017-11-09 15:38:41,11136,18,5,19,111,0,0,
2017-11-09 18:31:11,10977,12,2,19,145,0,1,2017-11-09 19:58:11
2017-11-11 17:40:07,10566,21,4,20,255,0,0,
2017-11-08 15:00:36,10403,9,3,13,255,0,1,2017-11-08 15:29:36
2017-11-06 02:12:50,10169,18,4,24,145,0,0,
2017-11-11 11:42:44,10899,12,1,22,145,0,0,
2017-11-06 20:15:58,11152,2,4,20,121,0,0,
2017-11-06 20:53:04,10653,6,3,19,303,0,1,2017-11-06 22:09:04
2017-11-11 20:47:02,10288,18,2,9,134,0,0,
2017-11-12 23:03:16,10764,18,3,24,113,0,0,
2017-11-06 04:31:25,10773,18,1,22,145,0,0,
2017-11-06 18:25:01,11186,9,3,13,111,0,0,
2017-11-09 04:01:53,10970,9,5,19,145,0,0,
2017-11-08 10:28:09,10218,21,1,24,112,0,0,
2017-11-09 11:44:50,10757,18,3,19,303,0,1,2017-11-09 12:26:50
2017-11-10 04:52:25,11022,1,2,20,255,0,0,
2017-11-09 10:26:53,10843,9,2,24,113,0,0,
2017-11-09 21:18:50,10333,1,2,13,121,0,1,2017-11-09 22:43:50
2017-11-06 22:45:48,10511,24,3,9,255,0,1,2017-11-06 23:35:48
2017-11-11 08:57:43,10784,1,5,22,134,0,0,
2017-11-11 00:33:36,10511,24,5,13,111,0,0,
2017-11-08 00:25:00,10690,3,1,20,,0,0,
2017-11-11 20:31:02,10998,12,4,13,233,0,0,
2017-11-08 04:21:13,10175,21,3,20,112,0,0,
2017-11-09 17:46:57,10025,3,5,22,112,0,0,
2017-11-11 09:16:35,10238,18,5,13,145,0,0,
2017-11-12 15:42:55,10622,24,2,17,112,0,0,
2017-11-07 06:49:18,10327,24,5,20,303,1,0,
2017-11-12 13:37:37,10172,6,5,22,233,0,0,
2017-11-07 20:18:52,10844,12,2,9,112,0,0,
2017-11-10 23:00:39,10087,3,1,20,134,0,0,
2017-11-06 20:14:44,10825,12,5,20,303,0,0,
2017-11-12 21:39:58,10255,6,4,26,145,0,0,
2017-11-07 07:02:35,11181,2,3,19,113,0,1,2017-11-07 07:10:35
2017-11-10 02:06:25,11059,12,2,19,112,0,1,2017-11-10 02:37:25
2017-11-07 10:14:09,10593,3,5,20,111,0,0,
2017-11-08 18:16:49,10808,3,4,26,112,0,0,
2017-11-06 10:44:52,10518,3,2,24,255,0,0,
2017-11-10 11:53:58,10275,24,2,26,233,1,0,
2017-11-06 10:50:28,11104,18,4,17,112,0,0,
2017-11-10 05:08:54,10106,1,2,19,111,0,0,
2017-11-09 22:06:17,11009,3,3,26,113,0,0,
2017-11-11 12:32:54,10894,21,5,19,113,0,0,
2017-11-08 11:56:35,10479,24,5,22,113,0,1,2017-11-08 13:02:35
2017-11-11 05:27:35,11180,6,4,19,113,0,0,
2017-11-11 04:41:49,10081,9,2,19,145,0,0,
2017-11-10 20:25:43,10752,24,2,13,112,0,1,2017-11-10 20:50:43
2017-11-09 22:31:00,10652,6,3,26,111,0,0,
2017-11-12 08:31:35,10006,18,4,22,111,0,0,
2017-11-09 22:37:29,11183,24,5,24,121,0,0,
2017-11-12 14:03:22,10256,2,2,9,145,0,0,
2017-11-10 05:14:37,10572,12,3,17,113,0,0,
2017-11-09 08:19:06,10386,1,3,13,145,0,0,
2017-11-09 12:16:21,10224,2,1,24,255,0,0,
2017-11-09 19:31:46,10878,6,4,22,111,0,1,2017-11-09 19:50:46
2017-11-11 12:56:53,10288,6,3,17,233,0,0,
2017-11-07 06:35:08,10080,6,2,19,303,0,0,
2017-11-09 11:53:43,11077,24,5,19,145,0,0,
2017-11-09 14:36:37,10284,2,1,17,255,0,0,
2017-11-08 17:09:06,10445,2,1,20,121,0,0,
2017-11-12 14:46:56,10331,6,1,24,145,0,1,2017-11-12 15:55:56
2017-11-09 09:19:35,10195,21,1,19,233,0,0,
2017-11-06 20:41:45,10091,3,1,17,134,0,0,
2017-11-10 19:56:40,10275,21,3,24,112,0,0,
2017-11-06 02:56:13,10392,3,1,20,255,0,0,
2017-11-09 11:46:19,10637,18,3,19,121,0,0,
2017-11-06 17:55:00,10092,1,3,24,111,0,1,2017-11-06 18:39:00
2017-11-06 12:55:46,10750,12,4,20,113,0,1,2017-11-06 14:23:46
2017-11-11 06:46:08,10261,6,5,22,233,0,0,
2017-11-11 03:57:31,10157,21,5,26,303,0,0,
2017-11-06 20:52:08,10130,6,5,26,255,0,1,2017-11-06 22:06:08
2017-11-09 03:50:14,10457,24,4,17,111,0,0,
2017-11-06 23:04:41,10653,12,5,24,303,0,0,
2017-11-12 14:02:42,10574,2,5,9,255,0,0,
2017-11-11 19:15:21,10507,2,3,26,145,0,1,2017-11-11 20:25:21
2017-11-10 02:46:57,10666,6,4,17,111,0,1,2017-11-10 03:17:57
2017-11-08 20:43:01,11195,3,4,13,145,0,0,
2017-11-11 07:51:40,10861,18,1,17,111,0,0,
2017-11-09 23:05:46,10571,3,1,22,145,0,0,
2017-11-11 07:47:44,10578,1,4,24,255,0,0,
2017-11-11 04:23:49,10337,3,1,9,111,0,0,
2017-11-07 10:04:50,10044,24,3,26,112,0,0,
2017-11-07 01:52:56,10751,18,5,9,134,0,0,
2017-11-10 18:15:16,10875,15,4,13,303,0,0,
2017-11-12 09:43:35,10598,9,4,9,134,0,0,
2017-11-08 15:03:15,10240,21,4,26,111,0,1,2017-11-08 15:40:15
2017-11-07 12:45:19,10601,6,1,26,121,0,0,
2017-11-08 10:22:40,11159,24,4,20,111,0,0,
2017-11-12 17:04:36,11051,2,4,26,303,0,0,
2017-11-07 09:05:06,10580,18,1,20,303,0,1,2017-11-07 10:11:06
2017-11-06 22:51:52,10872,9,2,17,121,0,0,
2017-11-11 06:37:23,10761,2,5,13,113,0,0,
2017-11-09 01:56:12,10044,6,3,19,255,0,0,
2017-11-10 07:44:08,10960,9,1,22,121,0,0,
2017-11-07 05:49:40,10420,2,1,22,134,0,0,
2017-11-11 13:28:06,10055,3,1,24,111,0,0,
2017-11-06 20:35:43,10108,1,3,17,113,0,0,
2017-11-09 00:30:42,10896,6,3,19,303,0,1,2017-11-09 01:23:42
2017-11-07 14:41:26,10222,12,5,20,134,0,0,
2017-11-12 02:10:09,10674,12,2,26,145,0,0,
2017-11-12 23:07:37,10755,1,5,13,134,0,0,
2017-11-12 07:35:23,10374,6,2,19,145,0,0,
2017-11-06 07:39:59,10422,12,2,9,145,0,0,
2017-11-10 02:29:16,11041,2,5,26,121,0,0,
2017-11-11 13:26:30,10733,3,3,26,255,0,0,
2017-11-09 11:35:27,10799,9,5,19,111,0,0,
2017-11-09 09:16:34,10791,24,5,17,233,0,0,
2017-11-12 18:07:14,10745,12,2,26,255,0,0,
2017-11-07 09:07:01,10594,15,1,13,113,0,0,
2017-11-06 11:53:05,10738,9,3,19,233,1,0,
2017-11-11 00:14:36,10455,3,3,26,111,0,0,
2017-11-10 11:39:49,10213,18,3,19,112,0,1,2017-11-10 12:09:49
2017-11-07 18:12:29,11197,9,2,20,134,0,0,
2017-11-12 11:37:26,10497,15,1,26,134,0,0,
2017-11-07 07:40:11,10725,24,3,26,303,0,1,2017-11-07 08:17:11
2017-11-07 15:36:59,10294,18,1,19,113,0,1,2017-11-07 16:53:59
2017-11-07 03:57:29,10427,15,2,26,233,0,0,
2017-11-10 04:06:06,10566,1,3,24,145,0,1,2017-11-10 04:17:06
2017-11-07 11:50:34,10251,1,3,9,113,0,0,
2017-11-11 23:36:45,10597,12,5,22,113,0,0,
2017-11-08 08:19:39,10860,18,4,20,113,0,1,2017-11-08 08:49:39
2017-11-08 10:58:38,10935,6,2,26,303,0,1,2017-11-08 11:43:38
2017-11-06 00:23:31,10245,1,1,17,233,0,0,
2017-11-08 11:08:55,10514,21,4,24,145,0,0,
2017-11-06 01:10:35,10509,2,1,22,113,0,0,
2017-11-11 10:03:39,10454,1,5,22,111,0,0,
2017-11-09 03:08:47,10466,2,2,26,121,0,0,
2017-11-07 16:47:26,10327,18,3,9,303,1,0,
2017-11-12 09:07:41,10120,18,2,17,111,0,1,2017-11-12 09:23:41
2017-11-08 18:59:38,11069,24,3,22,113,0,0,
2017-11-09 17:31:51,10077,3,2,19,112,0,0,
2017-11-11 01:38:50,10951,12,1,26,145,0,1,2017-11-11 02:49:50
2017-11-12 21:12:18,11076,21,1,24,111,0,1,2017-11-12 21:48:18
2017-11-11 20:08:40,10249,6,1,9,255,0,0,
2017-11-12 16:28:21,10992,12,3,22,111,0,0,
2017-11-10 10:43:26,10607,24,4,17,121,0,1,2017-11-10 11:06:26
